"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","P/M/S","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","丙胺酸(Ala)","乳糖","亞麻油酸(18:2)","修正熱量","其他脂肪酸","十七酸(17:0)","十三酸(13:0)","十九酸(19:0)","十五酸(15:0)","十八碳四烯酸(18:4)","半乳糖","反式脂肪","天門冬胺酸(Asp)","山酸(22:0)","己酸(6:0)","廿二碳五烯酸(22:5)","廿二碳六烯酸(22:6)","廿四酸(24:0)","廿碳五烯酸(20:5)","月桂酸(12:0)","果糖","棕櫚烯酸(16:1)","棕櫚酸(16:0)","次亞麻油酸(18:3)","水分","水解胺基酸總量","油酸(18:1)","灰分","熱量","甘胺酸(Gly)","甲硫胺酸(Met)","異白胺酸(Ile)","癸酸(10:0)","白胺酸(Leu)","硬脂酸(18:0)","磷","視網醇","視網醇當量(RE)","粗脂肪","粗蛋白","精胺酸(Arg)","糖質總量","組胺酸(His)","絲胺酸(Ser)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","總碳水化合物","纈胺酸(Val)","肉豆蔻烯酸(14:1)","肉豆蔻酸(14:0)","胱胺酸(Cys)","脂肪酸M總量","脂肪酸P總量","脂肪酸S總量","脯胺酸(Pro)","膳食纖維","膽固醇","色胺酸(Trp)","芥子酸(22:1)","花生油酸(20:4)","花生酸(20:0)","苯丙胺酸(Phe)","菸鹼素","葉酸","葡萄糖","蔗糖","辛酸(8:0)","酒精含量","酥胺酸(Thr)","酪胺酸(Tyr)","酪酸(4:0)","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵","離胺酸(Lys)","飽和脂肪","鱈烯酸(20:1)","麥芽糖","麩胺酸(Glu)"
"魚貝類","樣品基本資料","J0403601","金鱗魚","","Squirrelfish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",55.6,0,0.11,0.11,0,0,0,0,0,1198,0,1,85,0,1,0,0,1,0,0,0,2001,0,0,3,33,0,6,0,0,9,43,0,78,19375,29,1.1,85,967,596,883,0,1597,10,176,21,21,0.1,19.5,1376,0,466,789,69,0.04,0.91,0.03,0.25,5.3,0,0,0,0,0.11,0,0,0,1.3,933,0,4,460,40,51,59,671,0,46,235,0,8,0,846,2.01,12,0,0,0,0,854,694,0,61,7,337,0,0.8,0,31,0.5,1790,0.1,2,0,3020
"魚貝類","樣品基本資料","J0403301","斑鰭飛魚","小烏,飛烏,花烏(澎湖)","Yellowing flyingfish; Yellowfin flying fish; Yellow-wing flyingfish; Spotwing flyingfish; Spotted flyingfish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",40.2,0,1.15,1.15,0,0,0,0,0,1178,0,1,94,0,1,0,0,1,1,0,0,2039,0,0,1,20,0,4,0,0,3,19,1,76.5,20287,8,1.2,94,860,629,937,0,1678,5,258,0,0,0.1,22,1363,0,947,778,0,0.01,2.6,0.09,0.31,2.6,0,0,0,0,1.15,0,0,0,0.2,1006,0,2,513,11,30,28,622,0,51,275,0,2,0,882,5.72,16,0,0,0,0,917,738,0,54,12,429,0,0.7,0,36,0.7,1895,0,0,0,3032
"加工調理食品及其他類","樣品基本資料","R0400201","鹼粽","","","熟食,混合均勻打碎",NA,0,0.09,0.12,0,0,0,0.28,0.1,138,0,550,132,641,1,0,0,0,0,0,13.04,230,5,0,0,0,3,0,0,0,2,151,72,68.7,2136,263,0.6,133,117,15,91,0,202,0,15,0,0,1.7,2.1,132,0,49,89,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,26.8,119,0,4,8,277,622,168,176,0.5,0,0,9,0,5,120,0.62,10.4,0,0,0,0,62,95,0,214,5,25,0.001,0.5,0.002,6,0,69,0.2,3,0,424
"加工調理食品及其他類","樣品基本資料","R2700101","蔥油餅","","","熟食,混合均勻打碎",NA,0,2.49,2.78,0,0,41,2.75,0.53,245,0,2948,300,1340,14,0,0,0,0,0,75.39,314,20,0,5,4,8,0,0,0.1,63,1729,338,34.3,8579,2723,1.2,305,294,36,271,0,555,0,41,0,7,9.3,8.3,265,2.3,163,363,69,0.03,0.09,0.05,0.03,0,0,0,0,0,5.77,16.93,0,0,46.9,273,0,57,118,2827,3295,1854,1740,2.4,6,0,5,0,26,381,0.58,19.9,0.1,0.1,0,0,210,224,0,257,19,63,0.084,0.5,0.302,11,0.4,170,1.9,37,2,2958
"加工調理食品及其他類","樣品基本資料","R2600101","披薩(夏威夷)","","","熟食,混合均勻打碎",NA,0,0.72,0.98,0,0,0,2.43,0.47,387,0.1,2050,266,1454,30,0,0,44,0,0.1,135.23,674,17,101,3,0,7,0,137,1,73,1731,253,41.4,11505,1960,2,270,389,87,422,117,855,0,122,46,46,8.7,12,443,3.7,264,519,153,0.1,0.31,0.13,0.06,5.1,0,0,0,0,3.62,8.43,2.45,0,35.9,435,31,409,110,2106,2315,2822,1999,2,13,0,25,9,19,522,1.09,21.1,1,0.6,57,0,358,395,153,437,157,125,0.086,1.1,0.489,18,0.6,525,2.8,17,0.9,3119
"飲料類","樣品基本資料","O0701701","烏龍奶茶(去冰,微糖)","","","現調飲料,混合均勻(大杯,約700 mL)",NA,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,88.5,0,0,0.2,59,0,0,0,0,0,0,0,0,0,2.9,0.2,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
"飲料類","樣品基本資料","O0702201","珍珠奶茶(去冰,全糖)","","","現調飲料,混合均勻打碎,取上層澄清液分析(大杯,約700 mL)",NA,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,79.2,0,0,0.3,94,0,0,0,0,0,0,0,0,0,2.4,0.2,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"飲料類","樣品基本資料","O0702101","珍珠奶茶(去冰,半糖)","","","現調飲料,混合均勻打碎,取上層澄清液分析(大杯,約700 mL)",NA,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.3,0,0,0.3,84,0,0,0,0,0,0,0,0,0,2.7,0.2,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"蔬菜類","樣品基本資料","E3500101","豆瓣菜","西洋菜,水芥(田/應/蕹)菜,無心芥(菜),廣東芥菜,微子蔊菜,風花菜,水生山葵菜,麥藍菜,角菜","Watercress","生鮮,混合均勻打碎",NA,0,0,0,0,0,4130,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1,0,0,1.3,21,0,0,0,0,0,0,56,0,688,0.3,2.2,0,0,0,0,6883,0.08,0,0.11,0.05,43.7,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,45,98,340,0,0.6,0,20,2.3,0,0,0,0,0
"蔬菜類","樣品基本資料","E9100101","假人蔘","土人參,參仔葉(草),土高麗參,臺灣(野)參,櫨蘭,東洋參,參草","","生鮮,混合均勻打碎",NA,0,0,0,250,0,3340,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.6,0,0,1.3,32,0,0,0,0,0,0,28,0,578,2.2,1.6,0,0,0,0,5775,0.01,0,0.01,0.01,8.7,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,17,62,330,0,0.3,0,84,4.2,0,0,0,0,0
"蔬菜類","樣品基本資料","E9700101","蕺菜","魚腥草,臭腥草,臭臊草,臭瘥草,手藥","","生鮮,混合均勻打碎",NA,0,0,0,98,0,2710,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,0,0,2.1,46,0,0,0,0,0,0,48,0,460,0.9,3.2,0,0,0,0,4598,0.01,0,0.01,0.07,41.5,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,23,79,500,0,0.7,0,66,8.4,0,0,0,0,0
"水果類","樣品基本資料","D2800301","蟠桃","餅桃","Peach","生鮮,蟠桃,去籽,混合均勻打碎",26.1,0,0.77,0.78,0,0.02,0,0.01,0,0,0,78,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.3,0,36,22,87.3,0,59,0.4,45,0,0,0,0,0,16,23,0,0,0.2,0.9,0,8.6,0,0,0,0.01,0,0.04,0.03,6.8,0,0,0,0,0.8,0,0,0,11.3,0,0,4,0,59,100,60,0,1.7,0,0,0,0,0,0,0.65,0,1,6.3,0,0,0,0,0,0,13,185,0,0.4,0,9,0.3,0,0.1,0,0,0
"魚貝類","樣品平均值","J04006","魩仔魚平均值(加工)","魩仔","Anchovy","熟,混合均勻打碎",NA,0,1.54,1.54,0,0,0,0.01,0,1306,0,45,124,0,11,0,0,8,20,0,0,2184,1,0,19,336,3,214,1,0,64,203,37,64.6,20527,150,6.8,124,1090,677,935,5,1726,48,406,110,110,1.3,26.2,1266,0,540,909,366,0.02,1.75,0.09,0.02,0,0,0,0,0,1.55,0,0,0,1,1046,0,39,205,213,773,327,817,0,291,165,0,102,5,853,3.87,29.6,0,0,3,0,1002,774,0,1841,358,291,0,2,0,174,0.5,1729,0.3,0,0,3305
"魚貝類","樣品平均值","J04024","大西洋鮭魚平均值(去皮)","","Atlantic salmon","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",24.8,0,2.52,2.55,0,0.01,0,0.2,0.01,1168,0,732,221,280,43,3,0,74,223,0,0,1897,0,0,411,1270,0,893,14,0,1277,2476,279,66.1,18368,3731,1.1,221,907,594,881,0,1557,483,226,20,20,14.9,20.2,1143,0.1,547,745,68,0.21,4.19,0.13,0.62,2.1,0,0,0,0,2.74,0,0,0,0,1002,0,929,226,6481,4120,4049,678,0,67,219,313,312,25,792,6.01,9,0,0,0,0,891,719,0,45,6,335,0,0.7,0,26,0.1,1647,4,1159,0,2752
"調味料及香辛料類","樣品基本資料","P1003601","薑蓉醬","","Ginger sauce","混合均勻(老薑,植物油,檸檬酸等)",NA,0,1.17,1.35,0,0.08,0,1.32,0.28,44,0,1442,61,0,0,0,0,0,0,0,0,203,11,0,0,0,0,0,0,0,0,299,146,85.1,767,556,1.9,65,41,0,35,0,57,106,22,0,0,2.6,1,45,0,0,57,0,0.02,0,0.03,0.14,0,0,0,0,0,2.85,0,0,0,9.4,45,0,0,0,556,1587,427,0,1.7,0,0,0,0,10,33,0.68,10.7,0,0,0,0,45,40,0,646,6,199,0,0.4,0,25,1,17,0.4,0,0,102
"調味料及香辛料類","樣品基本資料","P1002401","排骨醬","","Spare rib sauce","混合均勻(蕃茄,黃豆,芝麻,栗粉,蒜,鹽,糖,芝麻油,米酒,醋酸,味精,香料等)",NA,0,0.98,0.98,0,0,107,0,0.11,163,0,1908,218,0,0,0,35,0,0,0,0,400,33,0,0,0,16,32,0,0,0,441,80,39.1,3391,1620,11.2,221,139,54,127,0,233,226,51,0,18,4.4,2.3,246,0,77,175,179,0.04,0,0.09,0.29,0,0,0,0,0,1.09,0,0,0,43.1,171,0,0,86,1620,2021,769,135,1.4,0,0,0,0,18,152,0.43,24.6,0,0,0,0,127,109,0,4196,6,278,0,0.4,0,25,2,155,0.8,0,0,844
"菇類","樣品基本資料","G0100201","冷凍木耳","黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)","Juda's ear: frozen; Agaric: frozen; Jew's ear:froz","生,冷凍包裝,混合均勻打碎",0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5,0,0,0.2,51,0,0,0,0,0,0,3,0,0,0.1,0.9,0,0,0,0,0,0,0,0.13,0.01,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,35,51,0,0,0,0,21,0.9,0,0,0,0,0
"肉類","樣品基本資料","I0200201","山羊前腿肉片","","Goat: foreleg","生,山羊,前腿部位,混合均勻打碎",NA,0,0.75,0.78,0,0.05,0,0,0,1197,0,158,123,0,64,0,0,32,0,0,0,1834,0,0,25,3,0,14,0,0,81,774,40,75.3,20101,1432,1,123,998,543,944,0,1706,736,168,10,10,3.5,21.3,1502,0,532,746,33,0.1,3.42,0.25,0.09,0,0,0,0,0,0.8,0,0,0,0,946,0,83,491,1516,283,1695,914,0,71,220,0,44,6,890,4.1,5,0,0,0,0,880,723,0,60,9,324,0,7.7,0,19,2.4,1793,1.7,4,0,3242
"肉類","樣品基本資料","I0700101","火雞肉","七面鳥,吐綬雞","Turkey meat","生,全火雞,含皮,去頭腳,去骨及內臟,混合均勻打碎",43,0,0.08,0.08,0,0,0,0.02,0,1261,0,1256,141,0,20,0,0,9,0,0,0,2097,0,0,23,60,0,23,0,0,108,1347,68,72.3,21078,1892,1.4,141,867,667,1045,0,1816,622,206,29,29,5.6,21.1,296,0,760,888,97,0.07,1.22,0.14,0.16,1.2,0,0,0,0,0.1,0,0,0,0,1119,0,74,491,2034,1486,2079,980,0,54,491,0,55,8,908,6.4,6,0,0,0,0,988,844,0,51,3,362,0,1.7,0,25,1,1998,2.1,35,0,3562
"乳品類","樣品基本資料","L0400101","淡煉乳","蒸發乳,奶水","Evaporated milk","混合均質(乳脂肪,蛋白質,乳糖等)",NA,0,0.18,0.18,0,0,0,0.01,0,203,0,148,136,0,54,7,11,106,0,0,0,486,8,193,7,5,7,8,287,0,126,2591,42,74.5,7349,2073,1.6,136,113,168,307,241,655,1021,230,219,219,8.3,6.5,248,0,156,337,730,0.04,0.12,0.35,0.01,0.8,0,0,0,0,0.19,0,0,0,9.1,372,0,934,856,2228,222,5852,635,0,31,0,0,11,21,329,0.4,0,0,0,116,0,265,336,255,187,225,310,0,0.9,0,30,0.2,477,5.9,29,0,1406
"穀物類","樣品基本資料","A0352401","鍋燒麵","","Wu-lohg noodle","熟,濕麵條,混合均勻打碎",NA,0,0.04,0.06,0,0.01,0,0.09,0.04,125,0,177,119,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,104,0,70.4,4469,93,0.2,120,154,54,147,0,293,26,32,0,0,0.4,4.5,179,0,105,199,0,0.02,0,0.01,0.01,5.6,0,0,0,0,0.17,0,0,0,24.6,184,0,0,155,93,177,130,573,0.5,0,50,0,0,0,213,0.41,10.8,0,0,0,0,116,142,0,42,4,5,0,0.2,0,8,0.2,91,0.1,0,0,1518
"肉類","樣品基本資料","I0322301","豬蹄膀","豬腳,蹄膀,圓蹄","Pork hock","生,豬蹄膀,去骨,含皮,混合均勻打碎",1,0,0.04,0.04,0,0,0,0,0,850,0,2946,331,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,795,6807,114,54.5,12389,13842,0.8,331,932,375,484,0,1011,3346,84,24,24,28.6,17.1,973,0,507,566,80,0.35,0.63,0.15,0.14,0.8,0,0,0,0,0.04,0,0,0,0,568,0,375,341,14966,3060,10568,759,0,94,181,89,0,40,572,3.1,0,0,0,0,0,589,437,0,50,5,184,0,1.9,0,14,1,1091,10.6,240,0,917
"肉類","樣品基本資料","I0320501","豬舌","","Pork: tongue","生,豬臟器,混合均勻打碎",11.4,0,0.16,0.16,0,0,0,0.01,0,1108,0,1704,185,0,0,0,0,0,0,0,0,1578,13,0,17,13,0,0,0,0,361,2859,81,69.1,17978,5113,0.9,185,1082,441,719,0,1442,1259,166,11,11,11.8,18.5,1171,0,481,718,35,0.33,0.75,0.45,0.3,1.2,0,0,0,0,0.17,0,0,0,0,787,0,146,1240,5667,1815,4285,879,0,111,193,44,0,8,623,4.74,7.2,0,0,0,0,780,579,0,119,5,211,0,2.5,0,18,3,1421,4.3,149,0,2738
"乳品類","樣品基本資料","L0124501","中脂調味乳(維生素強化)","牛乳,牛奶","Reduced fat flavored composite and recombined milk: multi-vitamins enriched","中脂(≧1.5%)調味乳,混合均勻",NA,0,1.53,1.53,0,0,0,0,0,59,2,50,59,0,12,2,0,21,0,0,59.17,148,1,38,0,0,1,1,75,0,31,578,9,86.9,2030,479,0.6,59,39,52,97,58,184,273,83,85,85,1.9,2,80,7.1,60,100,283,0.16,0.28,0.37,0.03,3,0,0,0,0,1.53,0,0,0,8.6,112,8,208,59,518,61,1347,194,0,11,0,0,1,2,88,2.7,22,0,5.1,26,0,81,102,51,30,46,85,0,0.4,0,6,0.1,153,1.3,0,0,422
"蔬菜類","樣品基本資料","E3200601","土植小白菜(1月取樣)","白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi","生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,0.52,0.53,0,0.01,817,0.04,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.4,0,0,0.7,10,0,0,0,0,0,0,24,0,136,0.2,1.1,0,0,0,0,1362,0.03,0,0.04,0.06,14.8,0,0,0,0,0.57,0,0,0,1.5,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,110,99,109,0,0.3,0,16,1.9,0,0,0,0,0
"調味料及香辛料類","樣品基本資料","P1400301","奶精粉(低脂)","奶精,植物性奶精","Non-dairy creamer: low fat","混合均勻(玉米糖漿,氫化椰子油等)",NA,0,0.62,0.84,0,0.24,0,0.98,0.11,74,0,292,450,0,20,0,0,0,0,0,0,175,37,32,0,0,0,0,2150,0,0,1946,0,3.8,2539,5969,3.2,450,56,0,109,288,212,3261,315,0,0,15.7,2.1,73,0,84,139,0,0.01,0,0.01,0,0,0,0,0,0,1.95,0,0,0,75.2,163,0,844,0,5969,292,9389,422,0,0,14,0,0,94,117,0,0,0,0,369,0,104,80,348,99,2,1006,0,0.1,0,2,0.1,174,9.4,0,0,542
"魚貝類","樣品基本資料","J0416001","單角革單棘魨(含皮)","白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚","Rough leatherjacket; Unicorn leatherjacket; Unicorn leather jacket; Unicorn filefish; Triggerfish; Batfish; Filefish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",57,0,0.82,0.82,0,0,0,0,0,1057,0,0,76,0,0,0,0,0,0,0,0,1748,0,0,0,0,0,0,0,0,0,0,0,81.3,17666,0,0.9,76,704,623,870,0,1532,0,160,4,4,0,17.9,1241,0,416,694,13,0.03,0.76,0.06,0.19,0,0,0,0,0,0.82,0,0,0,0,921,0,0,367,0,0,0,615,0,39,217,0,0,0,725,9.3,4,0,0,0,0,805,688,0,87,4,306,0,0.3,0,22,0.5,1669,0,0,0,2774
"加工調理食品及其他類","樣品基本資料","R4100301","冷凍甘薯條","薯條","French fries: sweet potato","冷凍包裝,混合均勻打碎",NA,0,1.55,1.76,0,0.07,0,1.56,0.7,58,0,2881,175,0,3,0,0,0,0,0,33.84,206,24,0,0,0,3,0,7,0.5,6,1200,286,61.9,1431,1776,0.9,182,59,0,56,3,82,286,45,0,0,6.5,1.8,54,16.9,34,73,0,0.09,0,0.03,0.24,29.2,0,0,0,0,3.88,0,0,0,29,76,0,15,39,1788,3167,1567,175,3.5,0,0,0,0,26,72,0.44,14.7,0.7,3.7,0,0,71,59,0,67,25,384,0,0.2,0,25,1.6,54,1.6,6,12,265
"穀物類","樣品基本資料","A0500204","粳米(台粳8號)","蓬萊米,圓米","Short grain rice","生,白粳米,混合均勻磨碎",NA,0,0.21,0.28,0,0.02,10,0.52,0.47,367,0,132,354,0,0,0,0,0,0,0,0,584,0,0,0,0,1,0,0,0,0,108,6,13.5,6594,141,0.3,355,298,86,251,0,538,10,72,0,2,0.4,6.9,495,0,159,328,17,0.05,0,0.01,0.1,0,0,0,0,0,1.22,0,0,0,78.8,356,0,3,577,142,138,124,276,0.5,0,45,0,0,1,323,0.98,11.9,0,0,0,0,224,267,0,2,4,64,0,1.6,0,16,0.4,222,0.1,1,0,1198
"蔬菜類","樣品基本資料","E0400102","白蘿蔔(長形)","蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根","Radish, Chinese radish","生鮮,白皮白肉,去蒂及皮,混合均勻打碎",11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,94.8,0,0,0.2,19,0,0,0,0,0,0,15,0,0,0.1,0.4,0,3.1,0,0,0,0.02,0,0.01,0.06,12.4,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,65,26,98,0,0.4,0,8,0,0,0,0,0,0
"蔬菜類","樣品基本資料","E0400301","青蘿蔔","蘿蔔,菜頭,萊菔,綠蘿蔔,綠長蘿蔔,青菜頭,青大根","Radish, Chinese radish","生鮮,綠皮白肉,去蒂及皮,混合均勻打碎",15.9,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1,0,0,1,33,0,0,0,0,0,0,42,0,0,0.1,1.8,0,0,0,0,0,0.05,0,0.04,0.38,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,13,50,391,0,0.6,0,17,0.4,0,0,0,0,0
"蛋類","樣品基本資料","K0108201","烏骨雞蛋黃","","Hen's egg yolk: Silky fowl","生,烏骨雞蛋,去殼及蛋白,混合均質",NA,0,8.67,8.86,0,0.07,0,1.47,0.03,902,0,4924,344,199,83,0,0,24,0,0,0,1643,31,0,40,254,6,0,9,0,872,7841,211,50.8,16831,12477,1.6,344,525,415,875,0,1529,2730,490,702,702,30.6,15.5,1259,0.2,423,1314,2339,0.23,5.88,0.63,0.27,0,0,0,0,0,10.24,0,0,0,1.4,953,28,132,266,13450,6099,10855,688,0,1214,216,0,670,0,764,0.08,0,0.2,0,0,0,847,784,0,50,137,100,0,3.6,0,12,5.9,1342,10.9,73,0,2085
"蛋類","樣品基本資料","K0314101","鵪鶉鹹蛋","鳥蛋","Quail's egg: salted","熟,鵪鶉蛋製品,去殼,混合均勻打碎(鵪鶉蛋,鹽,香辛料,自來水等)",12.4,0,3.2,3.28,0,0.01,0,0.68,0.03,786,0,1921,171,36,28,0,0,9,0,0,0,1432,14,0,20,117,0,0,0,0,450,3114,111,66.9,14492,4994,5.1,171,524,469,718,0,1305,1168,208,196,196,12.3,13.7,855,0.2,381,1064,654,0.06,3.11,0.57,0.15,0,0,0,0,0,3.93,0,0,0,1.9,844,10,65,225,5473,2386,4397,486,0,485,190,0,218,0,770,0.17,0,0.2,0,0,0,790,624,0,1810,56,152,0,2.1,0,12,2.8,1089,4.4,18,0,1941
"蔬菜類","樣品基本資料","E1600101","熟箭竹筍","箭筍,台灣箭竹,矢竹仔,玉山箭竹","Kunishi cane, Usawa cane:cooked","熟,真空包裝,混合均勻打碎",NA,0,0.57,0.58,0,0,0,0.11,0.01,124,0,82,16,4,0,0,0,0,0,0,0,199,4,0,0,0,2,0,1,0,0,66,33,93.6,1897,14,1.1,20,101,35,93,0,174,3,24,0,0,0.3,2.1,145,0,49,102,0,0,0,0.01,0,0.3,0,0,0,0,0.68,0,0,0,2.9,114,0,2,11,19,115,80,78,2.1,0,3,4,0,1,98,0.32,9.7,0,0,1,0,94,84,0,343,54,2,0.06,0.2,0,2,0.5,151,0.1,1,0,241
"蔬菜類","樣品基本資料","E2400301","黃洋蔥","玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭","Onion","生鮮,去頭部及外皮,混合均勻打碎",6.3,0,0.02,0.02,0,0.01,0,0.01,0,20,0,46,39,0,0,0,0,0,0,0,0,57,7,0,0,0,15,0,0,2.2,0,63,0,88.9,588,78,0.4,42,19,5,19,0,36,10,28,0,0,0.2,1,85,5.5,15,25,1,0.03,0,0.01,0.09,4.7,0,0,0,0,0.03,0,0,0,9.5,21,0,0,6,99,46,95,0,1.4,0,0,11,0,0,26,0.22,6.9,2.4,0.9,0,0,21,17,0,2,20,157,0.036,0.3,0,9,0.4,45,0.1,9,0,172
"魚貝類","樣品基本資料","J0414501","臺灣馬加鰆","白北,白腹仔","Spotted tangingi; Spotted seerfish; Spotted seer; Spotted Spanish mackerel; Indo-Pacific king mackerel; Indian Spanish mackerel; Indo-Pacific Spanish mackerel","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",22,0,0.12,0.12,0,0,0,0,0,1140,0,66,180,0,79,0,0,55,28,0,0,2047,25,0,206,1288,25,252,0,0,655,3443,31,68.5,20257,2896,1.4,180,767,619,910,0,1593,804,291,54,54,10.4,20.2,1465,0,654,767,180,0.03,0.98,0.09,0.28,0.5,0,0,0,0,0.12,0,0,0,0,1010,0,220,875,3690,2024,4685,760,0,57,233,32,154,33,821,5.2,2,0,0,0,0,891,755,0,51,4,471,0,0.5,0,37,0.8,1947,4.7,106,0,3003
"魚貝類","樣品基本資料","J0401401","草魚(含皮)","鯇,鯤,池魚,草根魚,草鰱(高屏地區)","White amur; White amur; Grass carp; Gardd carp","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",56,0,0.4,0.4,0,0,0,0,0,1092,0,222,91,0,3,0,0,4,2,0,0,1909,0,1,37,165,0,36,2,0,235,404,24,78.8,18280,681,1.2,91,848,530,838,0,1523,83,201,12,12,2,17.2,1214,0,510,763,40,0.01,0.41,0.06,0.17,0.4,0,0,0,0,0.4,0,0,0,0.8,911,0,41,405,960,498,542,717,0,36,230,1,13,3,751,0.3,0,0,0,0,0,820,674,0,37,63,376,0,0.7,0,24,0.7,1670,0.5,43,0,2875
"乳品類","樣品基本資料","L0106101","低脂鮮乳","牛乳,牛奶","Low-fat fresh milk","低脂(0.5-1.5%)鮮乳,混合均勻",NA,0,0.02,0.02,0,0,0,0,0,93,6.1,32,43,6,8,2,0,13,0,0,0,214,0,31,0,0,0,1,38,0,23,390,4,90,2911,322,0.7,43,56,67,143,36,278,148,79,18,18,1.3,3.1,105,6.1,81,147,61,0.05,0.25,0.17,0.04,0.4,0,0,0,0,0.03,0,0,0,5,175,7,124,58,353,39,856,279,0,7,0,0,2,2,132,0.24,0.8,0,0,19,0,119,148,45,36,98,137,0,0.5,0,9,0.3,226,0.9,1,0,591
