"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","磷","視網醇","視網醇當量(RE)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","菸鹼素","葉酸","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵"
"糕餅點心類","樣品基本資料","Q2104201","傳統豆花(未加糖)","","","熟食,混合均勻",0,0.09,0.23,0,0,0,1.3,0.5,39,0,0,0,0.04,0,0,0,0,0,0,0,0,1.88,8.52,0,0,0,62,22,300,123,0.078,0,0.146,24,0.7
"糕餅點心類","樣品基本資料","Q8100401","芭樂果乾","","","生,乾貨,混合均勻打碎",0,0.57,0.57,0,0,12,0.02,0,14,0,2,20,0,0,0,0,28.8,0,0,0,0,0.58,6.05,0,0,0.95,51.2,368,49,110,0.082,0,0.106,6,3.8
"蛋類","樣品平均值","K01206","滷蛋白平均值","","Hen's egg white: stewed","熟,雞蛋製品,去蛋黃,混合均勻打碎",NA,0.01,0.01,0,0,0,0,0,60,0,0,0,0.03,0.16,0.5,0.12,0,0,0,0,0,0.02,0,0,0,0.42,0,1794,14,225,0,0.9,0,25,0.9
"蛋類","樣品平均值","K01201","滷蛋平均值","","Hen's egg: stewed","熟,雞蛋製品,混合均勻打碎",NA,2.01,2.07,0,0.03,9,0.52,0.01,230,111,113,385,0.04,1,0.44,0.18,0,0,0,0,0,2.56,0,0,0,0.31,45.6,1156,52,163,0.052,2,0,21,2.7
"蛋類","樣品平均值","K01121","茶葉蛋平均值","","Hen's egg: hard-boiled with salt and tea leaves","熟,雞蛋製品,去殼,混合均勻打碎",12.3,1.65,1.71,0,0.03,0,0.42,0.01,167,94,94,314,0.03,0.61,0.29,0.12,0,0,0,0,0,2.11,0,0,0,0.16,67.2,444,50,110,0.045,1.4,0,13,2.6
"蛋類","樣品平均值","K01081","雞蛋黃平均值","","Hen's egg yolk","生,雞蛋,去殼及蛋白,混合均質",68,3.39,3.52,0,0.03,0,1.11,0.02,569,486,486,1622,0.23,2.95,0.55,0.36,0.1,0,0,0,0,4.55,0,0,0,0.3,160.2,56,158,124,0.134,3.6,0,10,5.5
"魚貝類","樣品基本資料","J0409901","真鯛(1月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚","Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",64,0.37,0.37,0,0,0,0,0,247,3,3,9,0.05,0.73,0.06,0.13,0.5,0,0,0,0,0.37,0,0,0,3.27,4.9,54,11,380,0,1.2,0,32,0.6
"魚貝類","樣品基本資料","J0409902","真鯛(3月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚","Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",66,0.22,0.22,0,0,0,0,0,236,3,3,11,0.03,0.65,0.06,0.35,0.5,0,0,0,0,0.22,0,0,0,4.54,6.7,64,9,406,0,0.4,0,24,0.4
"肉類","樣品基本資料","I0520601","鴨翅","","","生,去骨,混合均勻打碎",57.2,0.56,0.58,0,0.01,0,0.18,0,100,24,24,81,0.08,1.04,0.1,0.15,0.3,0,12.66,506.4,12.66,0.74,0,37.75,0,2.66,5.5,67,14,141,0.138,2.8,0.013,12,1.8
"肉類","樣品基本資料","I0520701","鴨頭","","","生,去骨,取可食部分(包含腦隨)混合均勻打碎",75.6,0.51,0.53,0,0.01,0,0.16,0,122,22,22,74,0.09,2.18,0.15,0.09,1.2,0,22.89,915.6,22.89,0.67,0,79.2,0,2.46,9.9,74,20,150,0.189,1.4,0.028,13,2.4
"澱粉類","樣品基本資料","B0400401","紅肉甘薯","甘薯,番薯,甜薯,地瓜,田薯,土薯","Sweet potato","生鮮,紅皮紅肉,去皮,混合均勻打碎",12.2,0.32,0.32,20,0,6285,0,0,52,0,1049,10491,0.09,0,0.04,0.12,30.3,0,0,0,0,0.32,0,0,0,0.6,15.1,42,25,300,0.005,0.2,0,23,0.5
"魚貝類","樣品基本資料","J0415302","銀鯧(3月)","白鯧,正鯧,銀鯧,支子","Silver pomfret; White pomfret","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",55,0.35,0.35,0,0,0,0.02,0,180,84,84,281,0.01,0.79,0.05,0.16,1.5,0,0,0,0,0.37,0,0,0,3.2,25.1,65,8,302,0,0.4,0,25,0.3
"調味料及香辛料類","樣品基本資料","P1400202","奶精粉(2021年)","咖啡伴侶","Non-Dairy Creamer,Coffee-mate,","混合均質(葡萄糖漿、完全氫化棕櫚仁油)",0,1.64,1.78,0,0.09,0,0.91,0.12,324,0,0,0,0,0,0.07,0,0,0,0,0,0,2.76,0,0,0,0,2.8,243,141,842,0.005,0,0.006,4,0
"魚貝類","樣品基本資料","J0409801","阿部牙鯛","赤鯮,阿部赤鯮","","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",68.4,0.54,0.54,0,0,0,0.01,0,218,51,51,171,0,1.82,0.04,0.33,2,0,0,0,0,0.55,0,0,0,2.88,8.2,65,12,405,0,0.7,0,38,0.2
"魚貝類","樣品基本資料","J2200101","大頭蝦仁","","Big head shelled shrimp","生,冷凍包裝,混合均勻打碎",NA,0.78,0.78,0,0,0,0.01,0,398,1,1,5,0.03,1.27,0.04,0.07,0,0,0,0,0,0.79,0,0,0,0.34,15.2,765,53,43,0,1.4,0,24,3.1
"魚貝類","樣品基本資料","J2200201","明蝦仁","","Shelled shrimp","生,混合均勻打碎",NA,1.02,1.02,0,0,0,0.04,0,183,0,0,0,0.02,1.41,0.02,0.04,0,0,0,0,0,1.06,0,0,0,0.28,12.3,252,38,19,0,1.4,0,10,1.4
"調味料及香辛料類","樣品基本資料","P1300201","巧克力醬(液體)","","","麵包醬,混合均勻(糖,水,可可粉,鹽,磷酸三鈣,食用色素等)",NA,0.02,0.05,0,0.01,0,0.2,0,52,0,0,0,0.04,0,0.06,0.33,0,0,0,0,0,0.23,0,0,0,0.06,15.4,68,15,185,0,1.1,0,43,2.4
"調味料及香辛料類","樣品基本資料","P1100301","千島沙拉醬","","","混合均勻(沙拉油,糖,蕃茄醬,小黃瓜,蛋,洋蔥,醋,鹽,香辛料等)",NA,3.51,4.52,0,1.13,123,3.96,1.74,21,17,38,261,0.02,0,0.04,0.03,0,0,0,0,0,10.34,0,0,0,0.07,8.5,631,10,61,0,0.2,0,4,0.3
"菇類","樣品基本資料","G9000201","金喜菇","","brown needle mushroom","生鮮,去菌柄基部,混合均勻打碎",32.1,0,0,0,0,0,0,0,54,0,0,0,0.21,0,0.36,0.07,0,0,0,0,0,0,0,0,0,7.02,24.7,5,2,228,0,0.8,0,9,1.1
"菇類","樣品基本資料","G0500101","松茸","台灣松茸,松口蘑,大花菌,松蕈,剝皮菌(台灣松口蘑)","","生鮮,去菌柄基部,混合均勻打碎",1.7,0,0,0,0,0,0,0,62,0,0,0,0.11,0.07,0.38,0.16,0.4,0,0,0,0,0,0,0,0,5.38,35.7,1,1,201,0,0.5,0,12,0.7
"糕餅點心類","樣品基本資料","Q0500201","牛舌餅","","","熟食,混合均勻打碎",NA,2.29,2.92,0,1.26,0,0,0,51,0,0,0,0.08,0.11,0.04,0.04,0,0,0,0,0,3.55,0,0,0,0.7,22,66,20,86,0,0.4,0,15,0.8
"糕餅點心類","樣品基本資料","Q0300201","月餅(棗泥)","","Moon cake","熟食,混合均勻打碎",NA,0.93,1.36,0,0.18,31,3.17,0.83,128,219,224,782,0.04,0.06,0.26,0.1,0,0,0,0,0,5.11,0,0,0,1,30,120,34,303,0,0.7,0,33,2.6
"穀物類","樣品基本資料","A0550701","米漿(散裝)","","","散裝,混合均勻",NA,0.12,0.12,0,0,0,0.04,0,11,1,1,3,0,0.06,0,0.03,0,0,0,0,0,0.16,0,0,0,0.3,0,2,4,13,0,0.1,0,4,0.1
"加工調理食品及其他類","樣品基本資料","R4700401","豆腐皮","豆皮","Dried beancurd skin; Soy (bean) milk film","混合均勻打碎",NA,0.8,1.52,0,0.25,4,5.53,1.42,391,0,1,7,0.11,0,0.07,0.62,0.4,0,0,0,0,8,0,0,0,0.53,50.7,23,62,382,0,2.1,0,96,4.7
"肉類","樣品基本資料","I0108301","牛後腿腱子心","牛腱,腱子","Hind shank; Heel muscle; Beef shank","生,牛後腿部位,冷凍產品,混合均勻打碎",NA,0.18,0.18,0,0,0,0.01,0,184,3,3,8,0.07,2.67,0.18,0.25,1.1,0,0,0,0,0.2,0,0,0,3.24,7.3,79,8,298,0,7.2,0,19,3
"肉類","樣品基本資料","I0104101","牛前胸肉","去骨前胸肉,牛腩","Brisket; Brisket, boneless, deckle-off","生,牛前胸部位,冷凍產品,混合均勻打碎",NA,0.5,0.5,0,0,0,0,0,177,32,32,107,0.05,1.17,0.13,0.2,0,0,0,0,0,0.5,0,0,0,2.83,4,58,5,213,0,4.8,0,16,2.3
"肉類","樣品基本資料","I0120101","牛肚(瘤胃)","百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃,山鏈狀)","Beef paunch; Rumen; Mountain chain tripe","生,牛臟器,混合均勻打碎",NA,0.15,0.15,0,0,0,0,0,23,0,0,0,0,0.1,0,0,0,0,0,0,0,0.15,0,0,0,0,0,113,33,3,0,1.3,0,8,0.7
"肉類","樣品基本資料","I0120102","牛肚切片(瘤胃)","百葉胃,毛肚,牛百葉,牛百頁,牛草肚(牛之第一胃)","Beef paunch: sliced; Rumen: sliced; Mountain chain tripe: sliced","生,牛臟器,混合均勻打碎",NA,0.02,0.02,0,0,0,0.01,0,46,0,0,0,0,0,0.01,0.01,0.1,0,0,0,0,0.03,0,0,0,0.04,10,51,55,2,0,2.9,0,22,0.5
"堅果及種子類","樣品基本資料","C1700201","冷凍帶殼花生(熟)","土豆,長生果,落花生","Peanut","熟,去殼,含膜,混合均勻打碎",36.2,4.56,4.87,0,0,8,3.07,0.07,288,0,1,13,0.03,0,0.11,0.99,0,0,0,0,0,7.7,0,0,0,7.89,48,363,52,247,0,2.4,0,175,1.4
"糕餅點心類","樣品基本資料","Q0300101","芋仔餅","","","熟食,混合均勻打碎",NA,0.67,0.73,0,0.06,37,0.3,0.04,58,2,8,68,0.07,0,0.03,0.07,0,0,0,0,0,1.07,0,0,0,0.6,6,8,16,260,0,1.9,0,24,1.7
"穀物類","樣品基本資料","A0320404","高筋麵粉","","High-gluten flour; Seat of honor flour","生,混合均勻",NA,0.2,0.3,0,0.11,0,0.39,0.01,81,0,0,0,0.12,0,0.03,0.07,5,0,0,0,0,0.7,0,0,0,1.13,48.6,1,11,108,0,0.9,0,33,1.2
"豆類","樣品基本資料","H1100301","冷凍毛豆仁","大豆,青大豆,青皮豆","Vegetable soy bean: frozen","生,冷凍包裝,混合均勻打碎",NA,0.61,1.29,14,0.13,142,5.52,2.05,166,0,25,247,0.18,0,0.08,0.1,9.7,0,0,0,0,8.3,0,0,0,0.69,0,359,86,304,0,1.4,0,70,2.9
"穀物類","樣品基本資料","A0520401","白糯米粉","","White- glutinous rice powder","生,混合均勻(水磨糯米粉)",NA,0.03,0.03,0,0,0,0,0,49,0,0,0,0.02,0,0.03,0.08,0,0,0,0,0,0.03,0,0,0,0.43,55,16,18,33,0,1.2,0,18,0.7
"肉類","樣品基本資料","I0406201","三節翅(土雞)","","Chicken: whole wings, wild; Chicken: three joint wings, wild","生,雞翅部位,去骨,含皮,混合均勻打碎",37,0.35,0.36,0,0,0,0.13,0,102,30,30,100,0.05,0.85,0.08,0.24,1.1,0,0,0,0,0.48,0,0,0,4.5,0,66,5,174,0,1.4,0,15,0.4
"肉類","樣品基本資料","I0406202","三節翅(肉雞)","","Chicken: whole wings, feed; Chicken: three joint wings, feed","生,雞翅部位,去骨,含皮,混合均勻打碎",45.2,0.25,0.27,0,0.01,0,0.14,0,132,55,55,182,0.07,0.31,0.09,0.21,2.3,0,0,0,0,0.4,0,0,0,4.5,9.4,85,11,181,0,1.6,0,16,0.7
"乳品類","樣品基本資料","L0116201","低脂強化鮮乳(寡醣強化)","牛乳,牛奶","Low-fat fortified fresh milk: oligo enriched","低脂(0.5-1.5%)強化鮮乳,混合均勻(生乳,寡糖等)",NA,0.02,0.02,0,0,0,0.01,0.02,81,15,15,50,0.04,0.35,0.15,0.04,0.6,0,0,0,0,0.05,0,0,0,0.06,0.2,33,112,151,0,0.4,0,10,0.1
"乳品類","樣品基本資料","L0130101","高脂保久乳","牛乳,牛奶","High fat sterilized milk","高脂(≧3.8%)保久乳,混合均勻(生乳)",NA,0.06,0.06,0,0,0,0,0,78,41,41,137,0.02,0.06,0.2,0.04,0,0,0,0,0,0.06,0,0,0,0.08,0.1,32,104,147,0,0.4,0,10,0.1
"魚貝類","樣品基本資料","J0401701","鬍鯰","鬍子鯰,土殺,本土土虱,塘虱魚","Puntat; Walking catfish; Whitespotted freshwater catfish; Whitespotted clarias; Cat-fish; Chinese catfish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",54,0.31,0.31,0,0,0,0,0,220,322,322,1073,0,2.37,0.22,0.2,0.4,0,0,0,0,0.31,0,0,0,3.2,5,37,4,380,0,0.8,0,27,1.1
"油脂類","樣品基本資料","M2400101","椰子油","","Coconut oil","混合均勻(純椰子油精煉)",NA,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0
"油脂類","樣品基本資料","M0100201","牛油(精煉)","","Tallow","混合均勻(純牛油精煉)",NA,2.46,2.46,0,0,0,0.1,0,3,37,37,123,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,3,6,3,0,0.4,0,0,0.4
"蔬菜類","樣品基本資料","E7500201","甜椒(紅皮)","甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(紅椒,紅番(辣)椒,紅色大唐)","Sweet pepper; Bell pepper","生鮮,彩椒,混合均勻打碎",NA,1.83,1.87,0,0.07,1072,0.09,0.02,22,0,179,1786,0.04,0,0.08,0.18,137.7,0,0,0,0,2.01,0,0,0,0.87,0,1,6,189,0,0.2,0,10,0.4
"蔬菜類","樣品基本資料","E7500401","甜椒(橙皮)","甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒","Sweet pepper; Bell pepper","生鮮,彩椒,混合均勻打碎",8.7,3.13,3.23,1041,0.2,1231,0.03,0.01,27,0,292,2919,0.06,0,0.04,0.25,100.8,0,0,0,0,3.36,0,0,0,0.88,0,2,6,215,0,0.4,0,12,0.7
"油脂類","樣品基本資料","M1500101","白芝麻油","","Sesame oil: white","混合均勻",NA,3.52,8.97,0,0,0,52.93,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,0,0,0,0,0,0,0,0,0,0,0,0,0
"油脂類","樣品基本資料","M1000101","人造奶油(維生素強化)","植物性奶油","Margarine","全脂(60~80%)人造奶油(植物油,鹽,水,維生素E,乳化劑,胡蘿蔔素,薑黃素,檸檬酸,香料等",NA,8.3,11.03,0,0.49,529,23.68,4.08,4,606,694,2901,0,0.01,0,0,0,0,0,0,0,36.55,0,0,0,0.08,0.2,804,1,11,0,0,0,0,4.8
"魚貝類","樣品基本資料","J0414601","鮪魚生魚片","","Tuna sashimi","生,混合均勻打碎",NA,0.17,0.17,0,0,0,0,0,229,17,17,57,0.11,2.53,0.01,0.63,0,0,0,0,0,0.17,0,0,0,13.8,0,27,4,511,0,0.4,0,39,0.9
"糕餅點心類","樣品基本資料","Q2102101","鮮奶布丁","白布丁","Milk pudding","熟,混合均勻均質(生乳,鮮奶油,奶粉,糖,香料,乳化劑,,植物膠等)",NA,0.07,0.07,0,0,80,0.01,0,67,54,67,312,0.03,0.15,0.22,0.06,0.9,0,0,0,0,0.08,0,0,0,0.26,4.7,54,81,141,0,0.4,0,9,0
"乳品類","樣品基本資料","L0204201","部份脫脂奶粉(即溶)","乳粉","Partly skimmed milk powder: instant","部份脫脂(1.5-26%)奶粉,混合均勻",NA,0.85,0.85,0,0,0,0.02,0.01,741,659,659,2195,0.37,2.91,1.7,0.16,9.2,0,0,0,0,0.88,0,0,0,0.58,11.8,303,959,1243,0,2.6,0,80,0.1
"加工調理食品及其他類","樣品基本資料","R5600101","豬肉脯","豬肉絨","Pork: dried and crushed","熟,豬肉鬆,混合均勻打碎",NA,0.3,0.31,0,0.01,0,0.08,0,269,12,12,40,0.32,0.51,0.27,0.06,0,0,0,0,0,0.39,0,0,0,12.5,0,1518,15,598,0,2.7,0,42,2.3
"加工調理食品及其他類","樣品基本資料","R5300201","香腸","","Pork: sausage","生,豬肉香腸,混合均勻打碎(豬肉,豬腸衣,鹽,糖,食品添加物等)",NA,0.13,0.13,0,0,0,0.03,0,152,21,21,68,0.49,0.79,0.16,0.18,26,0,0,0,0,0.15,0,0,0,5.84,5.2,1026,2,284,0,1.7,0,17,1.6
"蔬菜類","樣品基本資料","E5300204","土植本島萵苣(7月取樣)","葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣","Lettuce;","生鮮,本島萵苣,混合均勻打碎",13.6,0.21,0.22,0,0,1626,0.12,0.01,26,0,271,2710,0.07,0,0.1,0.18,10.3,0,0,0,0,0.34,0,0,0,0.36,64.1,90,52,166,0,0.2,0,26,1.2
"蔬菜類","樣品基本資料","E5300303","水植本島萵苣(7月取樣)","葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣","Lettuce;","生鮮,本島萵苣,混合均勻打碎",14.3,0.1,0.11,0,0,1000,0.11,0,36,0,167,1666,0.05,0,0.1,0.13,3,0,0,0,0,0.21,0,0,0,0.29,0,3,41,420,0,0.2,0,15,1
"豆類","樣品平均值","H01051","白鳳豆平均值","矮性刀豆,洋刀豆,立刀豆","Jack bean","生,混合均勻磨碎",NA,0.91,1.06,0,0,0,1.35,0.68,400,0,0,0,0.53,0,0.1,0.6,0,0,0,0,0,2.92,0,0,0,1.54,0,0,111,1273,0,1.9,0,158,4.7
"乳品類","樣品基本資料","L0314101","中脂濃稠發酵乳","優酪乳","Medium fat concentrated fermented milk","中脂(1.5-3.0%)濃稠發酵乳,混合均勻(生乳,水,脫脂奶粉,蔗糖,果膠,乳製品等)",NA,0.07,0.07,0,0,0,0,0,62,31,31,102,0.04,0.91,0.21,0.04,0.3,0,0,0,0,0.07,0,0,0,0.88,2.5,38,87,138,0,0.3,0,9,0.1
"肉類","樣品基本資料","I0402102","里肌肉(肉雞)","","Chicken: tenderloin, feed","生,雞胸部位,混合均勻打碎",NA,0.18,0.18,0,0,0,0.04,0.01,219,4,4,12,0.14,0.09,0.08,0.72,1.7,0,0,0,0,0.23,0,0,0,9.76,15.2,44,2,352,0,0.9,0,29,0.7
"魚貝類","樣品基本資料","J0405901","日本紅目大眼鯛","紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖)","Red big eye; Bigeye; Bulleye; Deepwater bullseye; Longfinned bullseye; Long-finned bullseye","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",60,0.6,0.6,0,0,0,0,0,302,2,2,7,0.04,0.56,0.07,0.21,0,0,0,0,0,0.6,0,0,0,4.6,0,63,12,369,0,0.3,0,31,0.4
"澱粉類","樣品基本資料","B0450101","油炸脫水甘薯","","Sweet potato: fried, dried","熟,混合均勻打碎",NA,0,0,0,0,104,0,0,119,0,17,173,0.07,0,0.06,0.06,0.2,0,0,0,0,0,0,0,0,0.77,0,305,158,790,0,0.3,0,42,1.6
"魚貝類","樣品基本資料","J0403501","鱷形叉尾鶴鱵","青旗,學仔,白天青旗,圓學(澎湖)","Needle fish; Needlefish; Ocean piper; Crocodile needlefish; Crocodile longtom; Houndfish; Hound needlefish; Longjaw; Giant long-tom; Fork tail alligator gar; Gar; Hound; Garfish; Guardfish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",47,0.81,0.81,0,0,0,0,0,270,2,2,5,0,3.08,0.1,0.54,0.3,0,0,0,0,0.81,0,0,0,5.5,7,64,304,457,0,1.3,0,36,0.6
"魚貝類","樣品基本資料","J3100701","西施舌","紫貝,西肚舌,西刀舌(蚶),紫晃肉,雙線血蚶,獅刀舌,西施貝","Diphos sanguin; Purple clam","生,去殼,混合均勻打碎",39.5,1.34,1.34,0,0,0,0,0,28,86,86,288,0.01,11.24,0.27,0.06,0,0,0,0,0,1.34,0,0,0,1.5,17,36,14,91,0,1.2,0,124,25.7
"魚貝類","樣品基本資料","J0414401","康氏馬加鰆切片(含皮)","土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)","Spaniard; Spanish mackerel; Seer; Snook; Striped seer; Doggie; Cybium; Barred mackerel; Barred Spanish mackerel; Commerson's mackerel; Narrowbarred mackerel; King seer; Katonkel barracuda kuda;","生,含皮,去骨刺,混合均勻打碎",5,1.17,1.17,0,0,0,0,0,230,9,9,29,0.04,1.52,0.06,0.35,0.8,0,0,0,0,1.17,0,0,0,5.58,6,54,4,319,0,0.5,0,33,0.3
"水果類","樣品基本資料","D3400203","海梨桶柑","年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(海梨)","Tankan; Tankan orange","生鮮,去皮去子,混合均勻打碎",21,0.44,0.44,43,0,258,0.02,0,18,0,47,466,0.05,0,0.04,0.13,33,0,0,0,0,0.46,0,0,0,0.29,0,6,18,107,0,0.1,0,14,0.3
"澱粉類","樣品基本資料","B0400101","冰心地瓜","甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯","Sweet potato","生鮮,白皮白肉,去皮,混合均勻打碎",7.3,0.48,0.5,0,0.01,77,0.12,0,40,0,13,128,0.09,0,0.06,0.16,23.9,0,0,0,0,0.61,0,0,0,0.33,12.8,73,17,397,0.003,0,0,21,0.3
"澱粉類","樣品基本資料","B0900202","熟蓮藕切片(水煮)","蓮根,藕,芙蕖,荷花藕","Lotus root; Indian lotus tuber;East Indian lotus","熟,混合均勻打碎(蓮藕,檸檬酸等)",NA,0.83,0.83,0,0,0,0,0,14,0,0,0,0.01,0,0.01,0,29.1,0,0,0,0,0.83,0,0,0,0.07,1.8,77,20,1,0,0,0,2,0.2
"豆類","樣品基本資料","H1110101","黃豆胚芽","大豆胚芽","Soy bean","生鮮,混合均勻打碎",NA,0.62,1.58,0,0.13,0,8.14,2.61,273,0,0,0,0.41,0,0.19,0.25,11.6,0,0,0,0,11.5,0,0,0,0.97,102.3,7,72,848,0.058,1.6,0,104,2.7
"豆類","樣品基本資料","H0605201","黃仁黑豆","烏豆,枝仔豆,黑大豆","Black bean; Soya bean","生,乾貨,混合均勻磨碎",NA,0.1,0.42,0,0,6,3.21,0.15,402,0,1,10,0.43,0,0.21,0.21,0,0,0,0,0,3.45,0,0,0,1.6,590.4,1,167,1439,0.086,2.5,0,150,7.3
"魚貝類","樣品基本資料","J0410901","黃姑魚","春子,假黃魚,黃婆,紅花(臺南安平)","White flower croaker; Flower croaker","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",69.7,0.5,0.5,0,0,0,0,0,228,3,3,11,0.06,2.64,0.19,0.18,1.6,0,0,0,0,0.5,0,0,0,2.98,8,71,55,375,0,0.5,0,34,0.5
"魚貝類","樣品基本資料","J0414701","鯖魚(生)","","Mackerel","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",51,0.99,1,0,0.02,0,0.03,0,160,183,183,610,0.03,3.77,0.47,0.32,0,0,0,0,0,1.04,0,0,0,6.05,7,56,7,308,0,1,0,24,1.4
"澱粉類","樣品基本資料","B1000201","菱角仁(生)","","","生,混合均勻打碎",NA,4.02,4.73,0,0.04,0,6.81,0.06,133,0,0,0,0.17,0,0.04,0.21,5.5,0,0,0,0,10.94,0,0,0,3.81,19.7,15,23,396,0,0.8,0,52,1.1
"澱粉類","樣品基本資料","B1000101","菱角(生)","菱,芰,龍角,羊家,紅菱","Water singharnut; Water caltrops; Water chestnut","生,去殼,混合均勻打碎",NA,0,0,0,0,0,0,0,83,0,0,0,0.13,0,0.03,0.07,12,0,0,0,0,0,0,0,0,1.5,0,21,19,250,0,0.5,0,34,5.9
"水果類","樣品基本資料","D3200404","富士蘋果","柰,林檎,沙果,海棠,花紅,檳子","Fu-Ji apple","生鮮,混色,去皮及核,混合均勻打碎",16.4,0.09,0.1,0,0.01,19,0,0,9,0,3,32,0.01,0,0.01,0.04,2.6,0,0,0,0,0.11,0,0,0,0.09,0,3,4,113,0,0.3,0,3,0.2
"水果類","樣品基本資料","D3200201","翠玉青蘋果(帶皮)","柰,林檎,沙果,海棠,花紅,檳子(翡翠,青玉,史蜜斯)","Apple","生鮮,青皮,帶皮去核,混合均勻打碎",6.6,0.13,0.13,0,0,59,0,0,12,0,10,98,0.03,0,0.01,0.03,2.4,0,0,0,0,0.13,0,0,0,0.1,0,5,5,136,0,0,0,6,0.2
"蔬菜類","樣品基本資料","E2300103","日本甜蔥","蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥","Welsh onion, Bunching onion, Green onion","生鮮,去頭,尾部及外葉,混合均勻打碎",11.5,0.27,0.27,0,0,373,0.01,0,28,0,62,621,0.08,0,0.06,0.07,10.2,0,0,0,0,0.28,0,0,0,0.2,46,1,37,247,0,0.5,0,14,0.4
"魚貝類","樣品基本資料","J2300301","金鉤蝦乾","海米,扁米,開洋","","生,混合均勻打碎",NA,1.92,1.92,0,0,0,0.03,0,551,5,5,17,0.03,5.67,0.03,0.1,0,0,0,0,0,1.95,0,0,0,3.61,15.4,2553,717,530,0,2.7,0,172,9
"魚貝類","樣品基本資料","J0400201","日本鰻鱺魚片(生)","白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖)","Japanese eel; Freshwater eel; Eel","生,混合均勻打碎",NA,4.82,4.83,0,0,0,0.1,0,212,2012,2012,6705,0.2,3.14,0.28,0.21,1.3,0,0,0,0,4.92,0,0,0,2.59,9.9,47,113,199,0,1.5,0,17,0.4
"堅果及種子類","樣品基本資料","C1605102","黑芝麻(生)","","Black seasame seed","生,混合均勻打碎",NA,0.23,2.25,0,0,0,20.04,0.3,546,0,0,0,0.91,0,0.27,0.71,0.6,0,0,0,0,20.57,0,0,0,5.32,94.2,2,1354,470,0,3.8,0,299,22.3
"乳品類","樣品基本資料","L0207101","脫脂奶粉","乳粉","Skimmed milk powder","脫脂(<1.5%)奶粉,混合均勻",NA,0,0,0,0,0,0,0,1040,2,2,8,0.22,2.73,3.44,0.49,7.8,0,0,0,0,0,0,0,0,0.74,0,338,1406,1758,0,4,0,115,0.2
"乳品類","樣品基本資料","L1200201","全脂羊奶粉(即溶)","羊乳粉","Whole goat milk powder","全脂(≧1.5%)羊奶粉,混合均勻(全脂羊奶粉,卵磷脂等)",NA,0.42,0.46,0,0,0,0.36,0,714,337,337,1123,0.2,0,1.05,0.55,2.7,0,0,0,0,0.78,0,0,0,1.5,130.9,225,849,1504,0,2.8,0,115,0.2
